"subid","run","trial_number","block_type","congruence","trial_type","RT"
510,3,4,2,NA,1,0.986892461776733
510,3,5,2,NA,1,0.919406414031982
510,3,6,2,NA,1,0.746804714202881
510,3,7,2,NA,2,1.02332735061646
510,3,8,2,NA,1,0.787219524383545
510,3,9,2,NA,1,1.07876086235046
510,3,10,2,NA,1,1.65033197402954
510,3,11,2,NA,1,0
510,3,12,2,NA,1,0.899644136428833
510,3,13,2,NA,1,0.858665227890015
510,3,14,2,NA,1,0.806527137756348
510,3,15,2,NA,1,0.818718433380127
510,3,16,2,NA,1,0.863308906555176
510,3,17,2,NA,1,1.01910948753357
510,3,18,2,NA,1,0.920062303543091
510,3,19,2,NA,2,1.03531670570374
510,3,20,2,NA,1,0.638885259628296
510,3,21,2,NA,1,0.547545433044434
510,3,22,2,NA,1,0.87159538269043
510,3,23,2,NA,1,0.859622478485107
510,3,24,2,NA,1,0.831608295440674
510,3,25,2,NA,1,0.93476939201355
510,3,26,2,NA,1,0
510,3,27,2,NA,1,0.870152235031128
510,3,28,2,NA,1,0
510,3,29,2,NA,2,1.25112128257751
510,3,30,2,NA,1,0.87961745262146
510,3,31,2,NA,1,0.871843338012695
510,3,32,2,NA,1,1.30049824714661
510,3,33,2,NA,1,1.3567214012146
510,3,34,2,NA,1,0.987835645675659
510,3,35,2,NA,1,0
510,3,36,2,NA,2,1.04275894165039
510,3,37,2,NA,1,0.905745267868042
510,3,38,2,NA,1,0
510,3,39,2,NA,2,0.861845254898071
510,3,40,2,NA,1,0.949176073074341
510,3,41,2,NA,1,0.929888963699341
510,3,42,2,NA,1,0.81308126449585
510,3,43,2,NA,2,0.793640375137329
510,3,44,2,NA,1,1.12579274177551
510,3,45,2,NA,1,0.937280416488647
510,3,46,2,NA,1,0.765681743621826
510,3,47,2,NA,2,1.19340062141418
510,3,48,2,NA,2,0.789799690246582
510,3,49,2,NA,1,0.874579191207886
510,3,50,2,NA,1,0.950178384780884
510,3,51,2,NA,2,1.34623503684998
510,3,52,2,NA,1,0.993788719177246
510,3,53,2,NA,1,0.881359338760376
510,3,54,2,NA,1,0.740761280059814
510,3,55,2,NA,2,0.824690341949463
510,3,56,2,NA,2,1.01248812675476
510,3,57,2,NA,2,0.920174837112427
510,3,58,2,NA,1,0.84783411026001
510,3,59,2,NA,1,0.923930406570435
510,3,60,2,NA,1,0.77114725112915
510,4,1,2,1,1,0.662101745605469
510,4,2,2,1,2,0.810637474060059
510,4,3,2,1,2,0.878775358200073
510,4,4,2,1,1,0.947484254837036
510,4,5,2,1,1,1.07867431640625
510,4,6,2,1,1,0.78668212890625
510,4,7,2,1,1,1.40766048431396
510,4,8,2,1,2,0.883125066757202
510,4,9,2,1,1,0.751726388931274
510,4,10,2,1,2,0.652355909347534
510,4,11,2,1,1,0.864416837692261
510,4,12,2,1,1,0.951439380645752
510,4,13,2,1,1,0.995522260665894
510,4,14,2,1,1,0
510,4,15,2,1,1,1.13949847221375
510,4,16,2,1,2,1.10294628143311
510,4,17,2,1,1,1.2590594291687
510,4,18,2,1,1,0.83038330078125
510,4,19,2,1,1,0.843085527420044
510,4,20,2,1,1,0.94322657585144
510,4,21,2,1,1,0.849043607711792
510,4,22,2,1,2,0.781406879425049
510,4,23,2,1,1,0.760915279388428
510,4,24,2,1,1,1.33254551887512
510,4,25,2,1,1,1.19206023216248
510,4,26,2,1,1,1.35533833503723
510,4,27,2,1,2,1.62157940864563
510,4,28,2,1,1,0
510,4,29,2,1,1,1.42361259460449
510,4,30,2,1,1,0
510,4,31,2,1,1,0.973816394805908
510,4,32,2,1,1,0.80948281288147
510,4,33,2,1,1,0.894450664520264
510,4,34,2,1,1,0.793674468994141
510,4,35,2,1,1,0.933958292007446
510,4,36,2,1,1,1.11294674873352
510,4,37,2,1,1,0.676615715026855
510,4,38,2,1,1,0.729325532913208
510,4,39,2,1,1,0.669641256332397
510,4,40,2,1,1,0
510,4,41,2,1,1,0
510,4,42,2,1,1,0.725746393203735
510,4,43,2,1,1,0.985755920410156
510,4,44,2,1,1,0.950366497039795
510,4,45,2,1,1,1.31362962722778
510,4,46,2,1,1,0.858293533325195
510,4,47,2,1,1,0
510,4,48,2,1,1,0
510,4,49,2,1,1,1.30229234695435
510,4,50,2,1,1,1.55781841278076
510,4,51,2,1,1,1.00978517532349
510,4,52,2,1,1,0.840374231338501
510,4,53,2,1,2,0.885096311569214
510,4,54,2,1,1,0.91386890411377
510,4,55,2,1,1,1.49383020401001
510,4,56,2,1,2,0.876596450805664
510,4,57,2,1,1,0.888609647750854
510,4,58,2,1,2,0
510,4,59,2,1,2,0.939536333084106
510,4,60,2,1,2,1.86300921440125
511,1,1,1,NA,2,1.48827123641968
511,1,2,1,NA,2,1.12368106842041
511,1,3,1,NA,2,1.0949535369873
511,1,4,1,NA,1,1.27479338645935
511,1,5,1,NA,1,1.17575430870056
511,1,6,1,NA,2,1.1231791973114
511,1,7,1,NA,2,0.431879758834839
511,1,8,1,NA,2,1.31583833694458
511,1,9,1,NA,2,1.03247880935669
511,1,10,1,NA,2,0.948107957839966
511,1,11,1,NA,2,1.10397958755493
511,1,12,1,NA,2,1.3429012298584
511,1,13,1,NA,1,1.53072738647461
511,1,14,1,NA,2,1.14242124557495
511,1,15,1,NA,1,0.922641754150391
511,1,16,1,NA,2,1.2632052898407
511,1,17,1,NA,2,0
511,1,18,1,NA,2,0
511,1,19,1,NA,2,0
511,1,20,1,NA,2,1.03199052810669
511,1,21,1,NA,2,0.999004602432251
511,1,22,1,NA,1,0.899691343307495
511,1,23,1,NA,2,1.11233949661255
511,1,24,1,NA,1,1.08703756332397
511,1,25,1,NA,2,0.902308225631714
511,1,26,1,NA,2,1.13092350959778
511,1,27,1,NA,1,0.934333086013794
511,1,28,1,NA,2,1.04215621948242
511,1,29,1,NA,1,0.830271244049072
511,1,30,1,NA,2,0.877954721450806
511,1,31,1,NA,2,1.04921364784241
511,1,32,1,NA,2,0.965431451797485
511,1,33,1,NA,2,1.10543012619019
511,1,34,1,NA,1,1.14213418960571
511,1,35,1,NA,2,0.986262083053589
511,1,36,1,NA,2,1.04103088378906
511,1,37,1,NA,2,0.888126373291016
511,1,38,1,NA,2,0.97281551361084
511,1,39,1,NA,2,0.995732307434082
511,1,40,1,NA,1,0.986699342727661
511,1,41,1,NA,2,0.846695423126221
511,1,42,1,NA,2,1.18675780296326
511,1,43,1,NA,2,1.26348114013672
511,1,44,1,NA,2,1.02781915664673
511,1,45,1,NA,2,0.856701612472534
511,1,46,1,NA,2,0.903827905654907
511,1,47,1,NA,1,1.01090359687805
511,1,48,1,NA,2,1.11184573173523
511,1,49,1,NA,2,0.883848190307617
511,1,50,1,NA,1,1.36416625976562
511,1,51,1,NA,2,0.955095291137695
511,1,52,1,NA,2,1.16775178909302
511,1,53,1,NA,2,0.924394130706787
511,1,54,1,NA,2,1.11554312705994
511,1,55,1,NA,2,0.767157316207886
511,1,56,1,NA,2,0.77866268157959
511,1,57,1,NA,2,1.07930779457092
511,1,58,1,NA,2,0.935147047042847
511,1,59,1,NA,2,0
511,1,60,1,NA,2,0.911880254745483
511,2,1,2,0,1,0.98540735244751
511,2,2,2,0,2,1.09320330619812
511,2,3,2,0,1,0.944867134094238
511,2,4,2,0,2,0.949528217315674
511,2,5,2,0,1,0.888925313949585
511,2,6,2,0,1,1.03680038452148
511,2,7,2,0,1,0.809637069702148
511,2,8,2,0,1,0.734385251998901
511,2,9,2,0,1,0.954385280609131
511,2,10,2,0,2,1.07910394668579
511,2,11,2,0,1,0.819647550582886
511,2,12,2,0,1,0.991549491882324
511,2,13,2,0,1,0.862257719039917
511,2,14,2,0,1,0.724990606307983
511,2,15,2,0,1,0.752407550811768
511,2,16,2,0,1,1.00926351547241
511,2,17,2,0,1,0.876705169677734
511,2,18,2,0,1,0.878696203231812
511,2,19,2,0,1,0.874669313430786
511,2,20,2,0,1,0.871773958206177
511,2,21,2,0,2,1.26753330230713
511,2,22,2,0,2,1.15248775482178
511,2,23,2,0,1,0.940325498580933
511,2,24,2,0,1,1.13585829734802
511,2,25,2,0,1,0.750767946243286
511,2,26,2,0,1,0.882847547531128
511,2,27,2,0,1,1.12688946723938
511,2,28,2,0,1,0.915533065795898
511,2,29,2,0,2,0.943321466445923
511,2,30,2,0,1,0.882706880569458
511,2,31,2,0,1,0.98216962814331
511,2,32,2,0,1,0.984319448471069
511,2,33,2,0,1,1.16489291191101
511,2,34,2,0,1,0.684714317321777
511,2,35,2,0,1,0.920826435089111
511,2,36,2,0,1,0.916198253631592
511,2,37,2,0,1,0.903377771377563
511,2,38,2,0,2,1.13102531433105
511,2,39,2,0,1,0.910381078720093
511,2,40,2,0,1,0.858443260192871
511,2,41,2,0,1,0.909838438034058
511,2,42,2,0,1,0
511,2,43,2,0,1,0.862879514694214
511,2,44,2,0,2,1.95430636405945
511,2,45,2,0,1,0.869643449783325
511,2,46,2,0,1,1.69833517074585
511,2,47,2,0,1,0.806285381317139
511,2,48,2,0,1,0.737858295440674
511,2,49,2,0,2,0.925278425216675
511,2,50,2,0,1,0.693589210510254
511,2,51,2,0,2,1.13756418228149
511,2,52,2,0,1,0.83710527420044
511,2,53,2,0,1,0.68158221244812
511,2,54,2,0,1,0.90168046951294
511,2,55,2,0,1,0.945708513259888
511,2,56,2,0,1,0.694389581680298
511,2,57,2,0,1,0.737748146057129
511,2,58,2,0,2,0.973129510879517
511,2,59,2,0,2,0.937839031219482
511,2,60,2,0,1,1.68590354919434
511,3,1,2,NA,1,0.806061506271362
511,3,2,2,NA,2,1.07479333877563
511,3,3,2,NA,1,0.791402816772461
511,3,4,2,NA,2,0.892260313034058
511,3,5,2,NA,1,0.735769510269165
511,3,6,2,NA,1,0.828341484069824
511,3,7,2,NA,1,0.608992576599121
511,3,8,2,NA,1,0.70120906829834
511,3,9,2,NA,1,0.769401550292969
511,3,10,2,NA,1,0.669034481048584
511,3,11,2,NA,1,0.664654731750488
511,3,12,2,NA,1,0.748739957809448
511,3,13,2,NA,1,0.704594135284424
511,3,14,2,NA,2,1.04801750183105
511,3,15,2,NA,1,1.03546500205994
511,3,16,2,NA,1,0.762295246124268
511,3,17,2,NA,1,0.86203122138977
511,3,18,2,NA,1,0.777786016464233
511,3,19,2,NA,1,0.83747673034668
511,3,20,2,NA,1,1.02592635154724
511,3,21,2,NA,1,0.822188377380371
511,3,22,2,NA,1,0.677830457687378
511,3,23,2,NA,1,0.866550922393799
511,3,24,2,NA,2,1.08136630058289
511,3,25,2,NA,1,0.909480333328247
511,3,26,2,NA,1,0.881517648696899
511,3,27,2,NA,1,0.828962326049805
511,3,28,2,NA,2,1.30038475990295
511,3,29,2,NA,1,0.833122730255127
511,3,30,2,NA,1,0.848042726516724
511,3,31,2,NA,1,0.900928258895874
511,3,32,2,NA,2,0.992915630340576
511,3,33,2,NA,1,0.844883441925049
511,3,34,2,NA,1,0.779618501663208
511,3,35,2,NA,2,1.04835319519043
511,3,36,2,NA,1,0.712146043777466
511,3,37,2,NA,1,0.87176513671875
511,3,38,2,NA,2,1.00319147109985
511,3,39,2,NA,1,0.734673023223877
511,3,40,2,NA,1,0.974606990814209
511,3,41,2,NA,1,0.778570652008057
511,3,42,2,NA,1,0.78272819519043
511,3,43,2,NA,2,1.27404093742371
511,3,44,2,NA,1,0.901713371276855
511,3,45,2,NA,1,1.24235916137695
511,3,46,2,NA,2,1.12649917602539
511,3,47,2,NA,1,1.17041444778442
511,3,48,2,NA,1,1.06964039802551
511,3,49,2,NA,1,0
511,3,50,2,NA,2,1.26517915725708
511,3,51,2,NA,1,1.1371111869812
511,3,52,2,NA,1,0.940526723861694
511,3,53,2,NA,1,1.0012366771698
511,3,54,2,NA,1,0.852644681930542
511,3,55,2,NA,1,1.13965964317322
511,3,56,2,NA,1,0.903741598129272
511,3,57,2,NA,1,0.796082496643066
511,3,58,2,NA,1,0.688942193984985
511,3,59,2,NA,1,0.765285730361938
511,3,60,2,NA,2,0.965871334075928
511,4,1,2,1,2,0.94495153427124
511,4,2,2,1,1,0.885103464126587
511,4,3,2,1,2,1.05759716033936
511,4,4,2,1,2,1.4064245223999
511,4,5,2,1,1,0.986501216888428
511,4,6,2,1,2,0.837794303894043
511,4,7,2,1,1,0.777681827545166
511,4,8,2,1,1,0.685348272323608
511,4,9,2,1,1,0.696818351745605
511,4,10,2,1,1,0.741489410400391
511,4,11,2,1,2,0.872620582580566
511,4,12,2,1,2,0.94097113609314
511,4,13,2,1,1,0.857563257217407
511,4,14,2,1,2,1.05224609375
511,4,15,2,1,1,0.776141166687012
511,4,16,2,1,1,0.729286193847656
511,4,17,2,1,1,0.791173696517944
511,4,18,2,1,2,0.924091339111328
511,4,19,2,1,1,0.823391437530518
511,4,20,2,1,1,0.644148111343384
511,4,21,2,1,1,0.856118202209473
511,4,22,2,1,1,0.980200529098511
511,4,23,2,1,2,0.804638147354126
511,4,24,2,1,1,0.793030500411987
511,4,25,2,1,1,0.787127494812012
511,4,26,2,1,1,1.14284062385559
511,4,27,2,1,2,0.84226655960083
511,4,28,2,1,1,0.909448862075806
511,4,29,2,1,1,0.689821720123291
511,4,30,2,1,1,0.854397535324097
511,4,31,2,1,1,0.778341054916382
511,4,32,2,1,1,0.909960031509399
511,4,33,2,1,1,0.968621253967285
511,4,34,2,1,1,0.868739128112793
511,4,35,2,1,1,0.816039800643921
511,4,36,2,1,1,0.764482021331787
511,4,37,2,1,2,1.05676770210266
511,4,38,2,1,1,0.796528100967407
511,4,39,2,1,1,1.16895580291748
511,4,40,2,1,1,0.78883957862854
511,4,41,2,1,1,0.86510419845581
511,4,42,2,1,1,0
511,4,43,2,1,2,0.96738076210022
511,4,44,2,1,1,1.11386728286743
511,4,45,2,1,1,0.942576169967651
511,4,46,2,1,1,0.947322130203247
511,4,47,2,1,1,0.927753448486328
511,4,48,2,1,1,1.05925941467285
511,4,49,2,1,1,0.918938398361206
511,4,50,2,1,1,0.827224731445312
511,4,51,2,1,1,0.792672872543335
511,4,52,2,1,1,1.31748485565186
511,4,53,2,1,1,0.993617057800293
511,4,54,2,1,1,0.821011066436768
511,4,55,2,1,1,0.729406356811523
511,4,56,2,1,1,0.876805305480957
511,4,57,2,1,1,1.46422529220581
511,4,58,2,1,1,1.27596855163574
511,4,59,2,1,1,0.680982112884521
511,4,60,2,1,1,0.868999242782593
513,1,1,1,NA,1,0
513,1,2,1,NA,2,0
513,1,3,1,NA,1,0
513,1,4,1,NA,2,0
513,1,5,1,NA,2,0
513,1,6,1,NA,1,1.82312846183777
513,1,7,1,NA,2,1.8265106678009
513,1,8,1,NA,2,0
513,1,9,1,NA,2,0
513,1,10,1,NA,1,1.4392614364624
513,1,11,1,NA,2,0
513,1,12,1,NA,2,0
513,1,13,1,NA,2,1.63610816001892
513,1,14,1,NA,2,0
513,1,15,1,NA,1,1.35094094276428
513,1,16,1,NA,2,1.50277924537659
513,1,17,1,NA,2,1.63819622993469
513,1,18,1,NA,2,0
513,1,19,1,NA,2,1.08235812187195
513,1,20,1,NA,2,1.11328983306885
513,1,21,1,NA,2,1.19804644584656
513,1,22,1,NA,2,1.73304414749146
513,1,23,1,NA,2,1.43316960334778
513,1,24,1,NA,2,1.36513209342957
513,1,25,1,NA,2,0
513,1,26,1,NA,2,1.2930474281311
513,1,27,1,NA,2,1.56988954544067
513,1,28,1,NA,2,1.04582142829895
513,1,29,1,NA,2,1.10955715179443
513,1,30,1,NA,2,0
513,1,31,1,NA,2,0
513,1,32,1,NA,2,1.521977186203
513,1,33,1,NA,2,1.36572742462158
513,1,34,1,NA,2,1.0847544670105
513,1,35,1,NA,2,1.0561215877533
513,1,36,1,NA,2,1.04396224021912
513,1,37,1,NA,2,1.77618908882141
513,1,38,1,NA,1,0
513,1,39,1,NA,2,1.0412278175354
513,1,40,1,NA,2,1.12490797042847
513,1,41,1,NA,2,1.30038952827454
513,1,42,1,NA,2,1.12794828414917
513,1,43,1,NA,2,1.49261140823364
513,1,44,1,NA,1,1.24417662620544
513,1,45,1,NA,1,0.963830947875977
513,1,46,1,NA,1,0.986369371414185
513,1,47,1,NA,2,1.23886847496033
513,1,48,1,NA,2,1.14625930786133
513,1,49,1,NA,1,0.957605361938477
513,1,50,1,NA,2,1.16167163848877
513,1,51,1,NA,2,1.10437369346619
513,1,52,1,NA,2,0
513,1,53,1,NA,2,1.02441835403442
513,1,54,1,NA,1,1.50399732589722
513,1,55,1,NA,1,1.50040340423584
513,1,56,1,NA,2,0.840836763381958
513,1,57,1,NA,2,0.973739385604858
513,1,58,1,NA,2,1.6057870388031
513,1,59,1,NA,2,0
513,1,60,1,NA,2,1.16592669487
513,2,1,1,1,1,0
513,2,2,1,1,2,1.63092446327209
513,2,3,1,1,2,0
513,2,4,1,1,2,1.21588921546936
513,2,5,1,1,2,0
513,2,6,1,1,2,0
513,2,7,1,1,2,1.4614622592926
513,2,8,1,1,2,1.449378490448
513,2,9,1,1,1,1.2287266254425
513,2,10,1,1,2,0
513,2,11,1,1,2,1.02849125862122
513,2,12,1,1,1,0
513,2,13,1,1,2,1.32602834701538
513,2,14,1,1,2,0
513,2,15,1,1,1,0.806063413619995
513,2,16,1,1,1,1.33015871047974
513,2,17,1,1,2,0.982033491134644
513,2,18,1,1,2,1.2584502696991
513,2,19,1,1,2,0
513,2,20,1,1,1,1.42272543907166
513,2,21,1,1,2,1.10950136184692
513,2,22,1,1,2,1.31913471221924
513,2,23,1,1,2,1.51526641845703
513,2,24,1,1,2,1.31977820396423
513,2,25,1,1,2,1.1873414516449
513,2,26,1,1,2,0.870878219604492
513,2,27,1,1,1,1.27393317222595
513,2,28,1,1,2,1.37428450584412
513,2,29,1,1,2,1.21903014183044
513,2,30,1,1,2,0.919668436050415
513,2,31,1,1,2,1.23506093025208
513,2,32,1,1,2,1.15963006019592
513,2,33,1,1,2,1.13240051269531
513,2,34,1,1,2,1.03122925758362
513,2,35,1,1,2,0.883556127548218
513,2,36,1,1,2,1.07880735397339
513,2,37,1,1,2,0
513,2,38,1,1,2,1.35919618606567
513,2,39,1,1,2,0
513,2,40,1,1,1,1.27240037918091
513,2,41,1,1,2,1.91214036941528
513,2,42,1,1,2,1.18086934089661
513,2,43,1,1,2,1.79280948638916
513,2,44,1,1,1,1.18029761314392
513,2,45,1,1,1,1.00100636482239
513,2,46,1,1,1,0.87770414352417
513,2,47,1,1,2,1.80242133140564
513,2,48,1,1,2,1.0704345703125
513,2,49,1,1,2,1.37062430381775
513,2,50,1,1,2,1.14276361465454
513,2,51,1,1,2,1.3461217880249
513,2,52,1,1,2,1.09626936912537
513,2,53,1,1,2,1.18020009994507
513,2,54,1,1,2,0.808059692382812
513,2,55,1,1,2,1.26088309288025
513,2,56,1,1,2,1.23231530189514
513,2,57,1,1,1,1.6524178981781
513,2,58,1,1,2,1.29564929008484
513,2,59,1,1,2,1.85181212425232
513,2,60,1,1,2,0.912127017974854
513,3,1,1,NA,2,0
513,3,2,1,NA,1,1.08257675170898
513,3,3,1,NA,2,0.823224306106567
513,3,4,1,NA,2,1.05120134353638
513,3,5,1,NA,2,0.926900148391724
513,3,6,1,NA,2,0.994761228561401
513,3,7,1,NA,1,1.04734992980957
513,3,8,1,NA,1,1.13106751441956
513,3,9,1,NA,2,1.27136063575745
513,3,10,1,NA,2,1.48432159423828
513,3,11,1,NA,2,1.92100143432617
513,3,12,1,NA,2,1.09363770484924
513,3,13,1,NA,2,1.0018196105957
513,3,14,1,NA,2,1.73297333717346
513,3,15,1,NA,2,1.17730903625488
513,3,16,1,NA,1,1.06520628929138
513,3,17,1,NA,2,1.02130556106567
513,3,18,1,NA,2,0.993523359298706
513,3,19,1,NA,2,1.29394388198853
513,3,20,1,NA,2,1.54958415031433
513,3,21,1,NA,2,1.94577717781067
513,3,22,1,NA,2,1.29425859451294
513,3,23,1,NA,2,1.21469068527222
513,3,24,1,NA,2,1.13489007949829
513,3,25,1,NA,2,1.06608104705811
513,3,26,1,NA,2,0.921242475509644
513,3,27,1,NA,2,0
513,3,28,1,NA,2,0.964856386184692
513,3,29,1,NA,1,1.64496827125549
513,3,30,1,NA,1,0.915992259979248
513,3,31,1,NA,2,1.50403761863708
513,3,32,1,NA,1,1.35157012939453
513,3,33,1,NA,2,1.05883312225342
513,3,34,1,NA,2,1.10303902626038
513,3,35,1,NA,2,1.58648729324341
513,3,36,1,NA,2,1.43922424316406
513,3,37,1,NA,2,1.1959080696106
513,3,38,1,NA,1,1.13089156150818
513,3,39,1,NA,2,1.36688780784607
513,3,40,1,NA,2,1.08226013183594
513,3,41,1,NA,2,1.14224934577942
513,3,42,1,NA,2,1.04518723487854
513,3,43,1,NA,2,1.03245854377747
513,3,44,1,NA,2,1.44409823417664
513,3,45,1,NA,2,1.15225887298584
513,3,46,1,NA,2,0.860410451889038
513,3,47,1,NA,2,1.14844846725464
513,3,48,1,NA,1,1.0321409702301
513,3,49,1,NA,2,1.59664964675903
513,3,50,1,NA,1,1.15263390541077
513,3,51,1,NA,1,1.14860892295837
513,3,52,1,NA,2,1.007981300354
513,3,53,1,NA,1,1.41151595115662
513,3,54,1,NA,2,1.26684069633484
513,3,55,1,NA,2,1.08636355400085
513,3,56,1,NA,2,0.96541428565979
513,3,57,1,NA,2,0
513,3,58,1,NA,2,1.09704542160034
513,3,59,1,NA,2,1.07625889778137
513,3,60,1,NA,2,1.1051332950592
513,4,1,2,0,2,0.908120155334473
513,4,2,2,0,1,1.1434211730957
513,4,3,2,0,1,0.87554669380188
513,4,4,2,0,1,1.55948209762573
513,4,5,2,0,1,0.795525550842285
513,4,6,2,0,1,0.831553220748901
513,4,7,2,0,1,0.804284334182739
513,4,8,2,0,1,0.705034494400024
513,4,9,2,0,1,1.50052213668823
513,4,10,2,0,1,1.03976917266846
513,4,11,2,0,1,0
513,4,12,2,0,1,1.04788422584534
513,4,13,2,0,1,0
513,4,14,2,0,1,0.832247972488403
513,4,15,2,0,1,1.23416256904602
513,4,16,2,0,2,1.16567659378052
513,4,17,2,0,2,0.776838064193726
513,4,18,2,0,1,1.04484748840332
513,4,19,2,0,2,1.45033764839172
513,4,20,2,0,2,0.894100427627563
513,4,21,2,0,1,0.762295961380005
513,4,22,2,0,1,0.983041048049927
513,4,23,2,0,1,1.09098720550537
513,4,24,2,0,1,0.751237392425537
513,4,25,2,0,2,1.4091112613678
513,4,26,2,0,2,0
513,4,27,2,0,1,0.769223690032959
513,4,28,2,0,1,0.820583343505859
513,4,29,2,0,1,0.977349519729614
513,4,30,2,0,2,1.26917266845703
513,4,31,2,0,1,0.91100263595581
513,4,32,2,0,1,0
513,4,33,2,0,1,0.942464590072632
513,4,34,2,0,1,1.33779644966125
513,4,35,2,0,1,1.6738224029541
513,4,36,2,0,1,0.985751390457153
513,4,37,2,0,1,0.845162868499756
513,4,38,2,0,1,1.17692637443542
513,4,39,2,0,1,0.853991508483887
513,4,40,2,0,1,0.914017677307129
513,4,41,2,0,2,1.61471056938171
513,4,42,2,0,2,0.978802680969238
513,4,43,2,0,1,1.09415650367737
513,4,44,2,0,1,0
513,4,45,2,0,1,0.986396074295044
513,4,46,2,0,1,1.09489417076111
513,4,47,2,0,1,0.731679201126099
513,4,48,2,0,2,0.964304685592651
513,4,49,2,0,1,0.912449359893799
513,4,50,2,0,1,1.02004432678223
513,4,51,2,0,1,0.90036129951477
513,4,52,2,0,1,0
513,4,53,2,0,1,0.92467737197876
513,4,54,2,0,1,0.928386449813843
513,4,55,2,0,1,0.828927516937256
513,4,56,2,0,1,0.745410203933716
513,4,57,2,0,1,0.655756235122681
513,4,58,2,0,1,1.85043263435364
513,4,59,2,0,2,1.1510009765625
513,4,60,2,0,1,0.994476318359375
516,1,1,2,NA,1,1.67537045478821
516,1,2,2,NA,1,0.935153007507324
516,1,3,2,NA,1,0.922729730606079
516,1,4,2,NA,2,1.60681486129761
516,1,5,2,NA,1,0.882310390472412
516,1,6,2,NA,1,0.78950023651123
516,1,7,2,NA,2,1.84232354164124
516,1,8,2,NA,1,0.83883261680603
516,1,9,2,NA,1,0.843643426895142
516,1,10,2,NA,2,0.880374431610107
516,1,11,2,NA,1,0.947690725326538
516,1,12,2,NA,1,0.87536096572876
516,1,13,2,NA,1,1.07871031761169
516,1,14,2,NA,1,1.13817453384399
516,1,15,2,NA,1,0.862832307815552
