"SubjectID","Pair","EncodingRun","RetrievalRun","EncodingBlock","RetrievalBlock","Congruence","Trial","TestOrder","Selection"
508,1,1,2,"mostly_hold","mostly_hold","congruent",1,2,59
508,1,1,2,"mostly_hold","mostly_hold","congruent",2,1,53
508,1,1,2,"mostly_hold","mostly_hold","congruent",3,2,53
508,1,1,2,"mostly_hold","mostly_hold","congruent",4,1,53
508,1,1,2,"mostly_hold","mostly_hold","congruent",5,2,59
508,1,1,2,"mostly_hold","mostly_hold","congruent",6,2,59
508,1,1,2,"mostly_hold","mostly_hold","congruent",7,1,53
508,1,1,2,"mostly_hold","mostly_hold","congruent",8,2,59
508,1,1,2,"mostly_hold","mostly_hold","congruent",9,1,53
508,1,1,2,"mostly_hold","mostly_hold","congruent",10,2,59
508,1,1,2,"mostly_hold","mostly_hold","congruent",11,1,53
508,1,1,2,"mostly_hold","mostly_hold","congruent",12,2,59
508,1,1,2,"mostly_hold","mostly_hold","congruent",13,2,59
508,1,1,2,"mostly_hold","mostly_hold","congruent",14,2,59
508,1,1,2,"mostly_hold","mostly_hold","congruent",15,1,53
508,2,3,4,"mostly_hold","mostly_shift","incongruent",1,1,53
508,2,3,4,"mostly_hold","mostly_shift","incongruent",2,1,53
508,2,3,4,"mostly_hold","mostly_shift","incongruent",3,2,59
508,2,3,4,"mostly_hold","mostly_shift","incongruent",4,2,59
508,2,3,4,"mostly_hold","mostly_shift","incongruent",5,2,53
508,2,3,4,"mostly_hold","mostly_shift","incongruent",6,1,53
508,2,3,4,"mostly_hold","mostly_shift","incongruent",7,1,53
508,2,3,4,"mostly_hold","mostly_shift","incongruent",8,1,53
508,2,3,4,"mostly_hold","mostly_shift","incongruent",9,2,59
508,2,3,4,"mostly_hold","mostly_shift","incongruent",10,2,53
508,2,3,4,"mostly_hold","mostly_shift","incongruent",11,2,59
508,2,3,4,"mostly_hold","mostly_shift","incongruent",12,2,59
508,2,3,4,"mostly_hold","mostly_shift","incongruent",13,1,53
508,2,3,4,"mostly_hold","mostly_shift","incongruent",14,2,53
508,2,3,4,"mostly_hold","mostly_shift","incongruent",15,1,53
511,1,1,2,"mostly_shift","mostly_hold","incongruent",1,2,59
511,1,1,2,"mostly_shift","mostly_hold","incongruent",2,1,59
511,1,1,2,"mostly_shift","mostly_hold","incongruent",3,1,53
511,1,1,2,"mostly_shift","mostly_hold","incongruent",4,1,53
511,1,1,2,"mostly_shift","mostly_hold","incongruent",5,2,59
511,1,1,2,"mostly_shift","mostly_hold","incongruent",6,2,59
511,1,1,2,"mostly_shift","mostly_hold","incongruent",7,1,53
511,1,1,2,"mostly_shift","mostly_hold","incongruent",8,2,59
511,1,1,2,"mostly_shift","mostly_hold","incongruent",9,2,59
511,1,1,2,"mostly_shift","mostly_hold","incongruent",10,2,59
511,1,1,2,"mostly_shift","mostly_hold","incongruent",11,2,59
511,1,1,2,"mostly_shift","mostly_hold","incongruent",12,1,53
511,1,1,2,"mostly_shift","mostly_hold","incongruent",13,2,59
511,1,1,2,"mostly_shift","mostly_hold","incongruent",14,2,59
511,1,1,2,"mostly_shift","mostly_hold","incongruent",15,2,53
511,2,3,4,"mostly_hold","mostly_hold","congruent",1,2,59
511,2,3,4,"mostly_hold","mostly_hold","congruent",2,2,59
511,2,3,4,"mostly_hold","mostly_hold","congruent",3,2,59
511,2,3,4,"mostly_hold","mostly_hold","congruent",4,1,53
511,2,3,4,"mostly_hold","mostly_hold","congruent",5,2,59
511,2,3,4,"mostly_hold","mostly_hold","congruent",6,1,53
511,2,3,4,"mostly_hold","mostly_hold","congruent",7,1,59
511,2,3,4,"mostly_hold","mostly_hold","congruent",8,2,59
511,2,3,4,"mostly_hold","mostly_hold","congruent",9,2,59
511,2,3,4,"mostly_hold","mostly_hold","congruent",10,1,53
511,2,3,4,"mostly_hold","mostly_hold","congruent",11,2,59
511,2,3,4,"mostly_hold","mostly_hold","congruent",12,2,59
511,2,3,4,"mostly_hold","mostly_hold","congruent",13,2,59
511,2,3,4,"mostly_hold","mostly_hold","congruent",14,1,53
511,2,3,4,"mostly_hold","mostly_hold","congruent",15,2,59
513,1,1,2,"mostly_shift","mostly_shift","congruent",1,2,53
513,1,1,2,"mostly_shift","mostly_shift","congruent",2,2,59
513,1,1,2,"mostly_shift","mostly_shift","congruent",3,1,66
513,1,1,2,"mostly_shift","mostly_shift","congruent",4,1,66
513,1,1,2,"mostly_shift","mostly_shift","congruent",5,1,66
513,1,1,2,"mostly_shift","mostly_shift","congruent",6,2,66
513,1,1,2,"mostly_shift","mostly_shift","congruent",7,1,66
513,1,1,2,"mostly_shift","mostly_shift","congruent",8,1,66
513,1,1,2,"mostly_shift","mostly_shift","congruent",9,1,66
513,1,1,2,"mostly_shift","mostly_shift","congruent",10,2,66
513,1,1,2,"mostly_shift","mostly_shift","congruent",11,2,66
513,1,1,2,"mostly_shift","mostly_shift","congruent",12,1,66
513,1,1,2,"mostly_shift","mostly_shift","congruent",13,2,66
513,1,1,2,"mostly_shift","mostly_shift","congruent",14,2,66
513,1,1,2,"mostly_shift","mostly_shift","congruent",15,2,66
513,2,3,4,"mostly_shift","mostly_hold","incongruent",1,2,66
513,2,3,4,"mostly_shift","mostly_hold","incongruent",2,1,66
513,2,3,4,"mostly_shift","mostly_hold","incongruent",3,2,66
513,2,3,4,"mostly_shift","mostly_hold","incongruent",4,2,66
513,2,3,4,"mostly_shift","mostly_hold","incongruent",5,1,66
513,2,3,4,"mostly_shift","mostly_hold","incongruent",6,1,66
513,2,3,4,"mostly_shift","mostly_hold","incongruent",7,2,66
513,2,3,4,"mostly_shift","mostly_hold","incongruent",8,2,66
513,2,3,4,"mostly_shift","mostly_hold","incongruent",9,2,66
513,2,3,4,"mostly_shift","mostly_hold","incongruent",10,1,66
513,2,3,4,"mostly_shift","mostly_hold","incongruent",11,2,66
513,2,3,4,"mostly_shift","mostly_hold","incongruent",12,1,66
513,2,3,4,"mostly_shift","mostly_hold","incongruent",13,1,66
513,2,3,4,"mostly_shift","mostly_hold","incongruent",14,1,66
513,2,3,4,"mostly_shift","mostly_hold","incongruent",15,2,66
516,1,1,2,"mostly_hold","mostly_shift","incongruent",1,2,59
516,1,1,2,"mostly_hold","mostly_shift","incongruent",2,1,53
516,1,1,2,"mostly_hold","mostly_shift","incongruent",3,2,59
516,1,1,2,"mostly_hold","mostly_shift","incongruent",4,2,59
516,1,1,2,"mostly_hold","mostly_shift","incongruent",5,1,53
516,1,1,2,"mostly_hold","mostly_shift","incongruent",6,2,59
516,1,1,2,"mostly_hold","mostly_shift","incongruent",7,1,53
516,1,1,2,"mostly_hold","mostly_shift","incongruent",8,1,53
516,1,1,2,"mostly_hold","mostly_shift","incongruent",9,2,59
516,1,1,2,"mostly_hold","mostly_shift","incongruent",10,1,53
516,1,1,2,"mostly_hold","mostly_shift","incongruent",11,2,59
516,1,1,2,"mostly_hold","mostly_shift","incongruent",12,2,59
516,1,1,2,"mostly_hold","mostly_shift","incongruent",13,2,59
516,1,1,2,"mostly_hold","mostly_shift","incongruent",14,2,59
516,1,1,2,"mostly_hold","mostly_shift","incongruent",15,1,53
516,2,3,4,"mostly_shift","mostly_shift","congruent",1,1,53
516,2,3,4,"mostly_shift","mostly_shift","congruent",2,1,53
516,2,3,4,"mostly_shift","mostly_shift","congruent",3,1,53
516,2,3,4,"mostly_shift","mostly_shift","congruent",4,1,53
516,2,3,4,"mostly_shift","mostly_shift","congruent",5,1,53
516,2,3,4,"mostly_shift","mostly_shift","congruent",6,2,59
516,2,3,4,"mostly_shift","mostly_shift","congruent",7,2,59
516,2,3,4,"mostly_shift","mostly_shift","congruent",8,2,59
516,2,3,4,"mostly_shift","mostly_shift","congruent",9,1,53
516,2,3,4,"mostly_shift","mostly_shift","congruent",10,1,53
516,2,3,4,"mostly_shift","mostly_shift","congruent",11,2,59
516,2,3,4,"mostly_shift","mostly_shift","congruent",12,2,59
516,2,3,4,"mostly_shift","mostly_shift","congruent",13,2,59
516,2,3,4,"mostly_shift","mostly_shift","congruent",14,2,59
516,2,3,4,"mostly_shift","mostly_shift","congruent",15,1,59
519,1,1,2,"mostly_hold","mostly_shift","incongruent",1,1,53
519,1,1,2,"mostly_hold","mostly_shift","incongruent",2,2,59
519,1,1,2,"mostly_hold","mostly_shift","incongruent",3,1,53
519,1,1,2,"mostly_hold","mostly_shift","incongruent",4,2,59
519,1,1,2,"mostly_hold","mostly_shift","incongruent",5,2,59
519,1,1,2,"mostly_hold","mostly_shift","incongruent",6,1,53
519,1,1,2,"mostly_hold","mostly_shift","incongruent",7,2,59
519,1,1,2,"mostly_hold","mostly_shift","incongruent",8,1,53
519,1,1,2,"mostly_hold","mostly_shift","incongruent",9,2,59
519,1,1,2,"mostly_hold","mostly_shift","incongruent",10,1,53
519,1,1,2,"mostly_hold","mostly_shift","incongruent",11,2,59
519,1,1,2,"mostly_hold","mostly_shift","incongruent",12,1,53
519,1,1,2,"mostly_hold","mostly_shift","incongruent",13,2,59
519,1,1,2,"mostly_hold","mostly_shift","incongruent",14,1,53
519,1,1,2,"mostly_hold","mostly_shift","incongruent",15,1,53
519,2,3,4,"mostly_shift","mostly_shift","congruent",1,1,53
519,2,3,4,"mostly_shift","mostly_shift","congruent",2,2,59
519,2,3,4,"mostly_shift","mostly_shift","congruent",3,2,59
519,2,3,4,"mostly_shift","mostly_shift","congruent",4,1,53
519,2,3,4,"mostly_shift","mostly_shift","congruent",5,1,54
519,2,3,4,"mostly_shift","mostly_shift","congruent",6,2,59
519,2,3,4,"mostly_shift","mostly_shift","congruent",7,2,59
519,2,3,4,"mostly_shift","mostly_shift","congruent",8,1,59
519,2,3,4,"mostly_shift","mostly_shift","congruent",9,1,54
519,2,3,4,"mostly_shift","mostly_shift","congruent",10,1,54
519,2,3,4,"mostly_shift","mostly_shift","congruent",11,2,59
519,2,3,4,"mostly_shift","mostly_shift","congruent",12,2,59
519,2,3,4,"mostly_shift","mostly_shift","congruent",13,2,59
519,2,3,4,"mostly_shift","mostly_shift","congruent",14,1,54
519,2,3,4,"mostly_shift","mostly_shift","congruent",15,2,59
520,1,1,2,"mostly_hold","mostly_hold","congruent",1,1,53
520,1,1,2,"mostly_hold","mostly_hold","congruent",2,2,59
520,1,1,2,"mostly_hold","mostly_hold","congruent",3,2,59
520,1,1,2,"mostly_hold","mostly_hold","congruent",4,2,59
520,1,1,2,"mostly_hold","mostly_hold","congruent",5,2,53
520,1,1,2,"mostly_hold","mostly_hold","congruent",6,2,53
520,1,1,2,"mostly_hold","mostly_hold","congruent",7,1,53
520,1,1,2,"mostly_hold","mostly_hold","congruent",8,1,53
520,1,1,2,"mostly_hold","mostly_hold","congruent",9,1,59
520,1,1,2,"mostly_hold","mostly_hold","congruent",10,2,59
520,1,1,2,"mostly_hold","mostly_hold","congruent",11,1,53
520,1,1,2,"mostly_hold","mostly_hold","congruent",12,1,53
520,1,1,2,"mostly_hold","mostly_hold","congruent",13,2,59
520,1,1,2,"mostly_hold","mostly_hold","congruent",14,1,59
520,1,1,2,"mostly_hold","mostly_hold","congruent",15,2,53
520,2,3,4,"mostly_hold","mostly_shift","incongruent",1,2,59
520,2,3,4,"mostly_hold","mostly_shift","incongruent",2,1,53
520,2,3,4,"mostly_hold","mostly_shift","incongruent",3,1,53
520,2,3,4,"mostly_hold","mostly_shift","incongruent",4,1,59
520,2,3,4,"mostly_hold","mostly_shift","incongruent",5,2,59
520,2,3,4,"mostly_hold","mostly_shift","incongruent",6,2,59
520,2,3,4,"mostly_hold","mostly_shift","incongruent",7,2,59
520,2,3,4,"mostly_hold","mostly_shift","incongruent",8,1,53
520,2,3,4,"mostly_hold","mostly_shift","incongruent",9,2,59
520,2,3,4,"mostly_hold","mostly_shift","incongruent",10,1,53
520,2,3,4,"mostly_hold","mostly_shift","incongruent",11,1,53
520,2,3,4,"mostly_hold","mostly_shift","incongruent",12,2,59
520,2,3,4,"mostly_hold","mostly_shift","incongruent",13,1,53
520,2,3,4,"mostly_hold","mostly_shift","incongruent",14,2,59
520,2,3,4,"mostly_hold","mostly_shift","incongruent",15,1,53
522,1,1,2,"mostly_hold","mostly_hold","congruent",1,1,42
522,1,1,2,"mostly_hold","mostly_hold","congruent",2,2,66
522,1,1,2,"mostly_hold","mostly_hold","congruent",3,2,66
522,1,1,2,"mostly_hold","mostly_hold","congruent",4,2,66
522,1,1,2,"mostly_hold","mostly_hold","congruent",5,1,66
522,1,1,2,"mostly_hold","mostly_hold","congruent",6,1,59
522,1,1,2,"mostly_hold","mostly_hold","congruent",7,1,66
522,1,1,2,"mostly_hold","mostly_hold","congruent",8,1,66
522,1,1,2,"mostly_hold","mostly_hold","congruent",9,1,66
522,1,1,2,"mostly_hold","mostly_hold","congruent",10,2,66
522,1,1,2,"mostly_hold","mostly_hold","congruent",11,1,66
522,1,1,2,"mostly_hold","mostly_hold","congruent",12,2,66
522,1,1,2,"mostly_hold","mostly_hold","congruent",13,2,66
522,1,1,2,"mostly_hold","mostly_hold","congruent",14,1,66
522,1,1,2,"mostly_hold","mostly_hold","congruent",15,2,66
522,2,3,4,"mostly_hold","mostly_shift","incongruent",1,2,66
522,2,3,4,"mostly_hold","mostly_shift","incongruent",2,2,66
522,2,3,4,"mostly_hold","mostly_shift","incongruent",3,1,66
522,2,3,4,"mostly_hold","mostly_shift","incongruent",4,2,66
522,2,3,4,"mostly_hold","mostly_shift","incongruent",5,1,66
522,2,3,4,"mostly_hold","mostly_shift","incongruent",6,2,66
522,2,3,4,"mostly_hold","mostly_shift","incongruent",7,1,66
522,2,3,4,"mostly_hold","mostly_shift","incongruent",8,1,66
522,2,3,4,"mostly_hold","mostly_shift","incongruent",9,1,66
522,2,3,4,"mostly_hold","mostly_shift","incongruent",10,2,66
522,2,3,4,"mostly_hold","mostly_shift","incongruent",11,2,66
522,2,3,4,"mostly_hold","mostly_shift","incongruent",12,2,66
522,2,3,4,"mostly_hold","mostly_shift","incongruent",13,2,66
522,2,3,4,"mostly_hold","mostly_shift","incongruent",14,1,66
522,2,3,4,"mostly_hold","mostly_shift","incongruent",15,2,66
524,1,1,2,"mostly_shift","mostly_shift","congruent",1,2,59
524,1,1,2,"mostly_shift","mostly_shift","congruent",2,1,53
524,1,1,2,"mostly_shift","mostly_shift","congruent",3,1,53
524,1,1,2,"mostly_shift","mostly_shift","congruent",4,2,53
524,1,1,2,"mostly_shift","mostly_shift","congruent",5,2,59
524,1,1,2,"mostly_shift","mostly_shift","congruent",6,1,53
524,1,1,2,"mostly_shift","mostly_shift","congruent",7,1,53
524,1,1,2,"mostly_shift","mostly_shift","congruent",8,1,53
524,1,1,2,"mostly_shift","mostly_shift","congruent",9,2,53
524,1,1,2,"mostly_shift","mostly_shift","congruent",10,1,53
524,1,1,2,"mostly_shift","mostly_shift","congruent",11,1,53
524,1,1,2,"mostly_shift","mostly_shift","congruent",12,1,59
524,1,1,2,"mostly_shift","mostly_shift","congruent",13,1,53
524,1,1,2,"mostly_shift","mostly_shift","congruent",14,2,53
524,1,1,2,"mostly_shift","mostly_shift","congruent",15,2,59
524,2,3,4,"mostly_shift","mostly_hold","incongruent",1,2,59
524,2,3,4,"mostly_shift","mostly_hold","incongruent",2,1,53
524,2,3,4,"mostly_shift","mostly_hold","incongruent",3,1,59
524,2,3,4,"mostly_shift","mostly_hold","incongruent",4,1,53
524,2,3,4,"mostly_shift","mostly_hold","incongruent",5,2,53
524,2,3,4,"mostly_shift","mostly_hold","incongruent",6,2,59
524,2,3,4,"mostly_shift","mostly_hold","incongruent",7,1,53
524,2,3,4,"mostly_shift","mostly_hold","incongruent",8,1,53
524,2,3,4,"mostly_shift","mostly_hold","incongruent",9,2,59
524,2,3,4,"mostly_shift","mostly_hold","incongruent",10,2,59
524,2,3,4,"mostly_shift","mostly_hold","incongruent",11,1,53
524,2,3,4,"mostly_shift","mostly_hold","incongruent",12,2,59
524,2,3,4,"mostly_shift","mostly_hold","incongruent",13,1,53
524,2,3,4,"mostly_shift","mostly_hold","incongruent",14,1,53
524,2,3,4,"mostly_shift","mostly_hold","incongruent",15,2,59
525,1,1,2,"mostly_hold","mostly_hold","congruent",1,1,53
525,1,1,2,"mostly_hold","mostly_hold","congruent",2,1,59
525,1,1,2,"mostly_hold","mostly_hold","congruent",3,1,59
525,1,1,2,"mostly_hold","mostly_hold","congruent",4,1,59
525,1,1,2,"mostly_hold","mostly_hold","congruent",5,1,53
525,1,1,2,"mostly_hold","mostly_hold","congruent",6,2,59
525,1,1,2,"mostly_hold","mostly_hold","congruent",7,1,53
525,1,1,2,"mostly_hold","mostly_hold","congruent",8,1,59
525,1,1,2,"mostly_hold","mostly_hold","congruent",9,2,59
525,1,1,2,"mostly_hold","mostly_hold","congruent",10,1,59
525,1,1,2,"mostly_hold","mostly_hold","congruent",11,2,59
525,1,1,2,"mostly_hold","mostly_hold","congruent",12,1,59
525,1,1,2,"mostly_hold","mostly_hold","congruent",13,1,59
525,1,1,2,"mostly_hold","mostly_hold","congruent",14,1,59
525,1,1,2,"mostly_hold","mostly_hold","congruent",15,1,59
525,2,3,4,"mostly_hold","mostly_shift","incongruent",1,1,53
525,2,3,4,"mostly_hold","mostly_shift","incongruent",2,2,59
525,2,3,4,"mostly_hold","mostly_shift","incongruent",3,1,59
525,2,3,4,"mostly_hold","mostly_shift","incongruent",4,1,59
525,2,3,4,"mostly_hold","mostly_shift","incongruent",5,2,59
525,2,3,4,"mostly_hold","mostly_shift","incongruent",6,2,59
525,2,3,4,"mostly_hold","mostly_shift","incongruent",7,2,59
525,2,3,4,"mostly_hold","mostly_shift","incongruent",8,1,59
525,2,3,4,"mostly_hold","mostly_shift","incongruent",9,2,53
525,2,3,4,"mostly_hold","mostly_shift","incongruent",10,1,59
525,2,3,4,"mostly_hold","mostly_shift","incongruent",11,1,59
525,2,3,4,"mostly_hold","mostly_shift","incongruent",12,1,59
525,2,3,4,"mostly_hold","mostly_shift","incongruent",13,1,53
525,2,3,4,"mostly_hold","mostly_shift","incongruent",14,2,53
525,2,3,4,"mostly_hold","mostly_shift","incongruent",15,1,59
526,1,1,2,"mostly_hold","mostly_hold","congruent",1,2,59
526,1,1,2,"mostly_hold","mostly_hold","congruent",2,1,53
526,1,1,2,"mostly_hold","mostly_hold","congruent",3,1,53
526,1,1,2,"mostly_hold","mostly_hold","congruent",4,2,59
526,1,1,2,"mostly_hold","mostly_hold","congruent",5,2,59
526,1,1,2,"mostly_hold","mostly_hold","congruent",6,2,59
526,1,1,2,"mostly_hold","mostly_hold","congruent",7,1,53
526,1,1,2,"mostly_hold","mostly_hold","congruent",8,1,53
526,1,1,2,"mostly_hold","mostly_hold","congruent",9,1,53
526,1,1,2,"mostly_hold","mostly_hold","congruent",10,2,59
526,1,1,2,"mostly_hold","mostly_hold","congruent",11,2,59
526,1,1,2,"mostly_hold","mostly_hold","congruent",12,2,59
526,1,1,2,"mostly_hold","mostly_hold","congruent",13,2,59
526,1,1,2,"mostly_hold","mostly_hold","congruent",14,2,59
526,1,1,2,"mostly_hold","mostly_hold","congruent",15,1,53
526,2,3,4,"mostly_hold","mostly_shift","incongruent",1,1,53
526,2,3,4,"mostly_hold","mostly_shift","incongruent",2,1,53
526,2,3,4,"mostly_hold","mostly_shift","incongruent",3,2,59
526,2,3,4,"mostly_hold","mostly_shift","incongruent",4,2,59
526,2,3,4,"mostly_hold","mostly_shift","incongruent",5,2,59
526,2,3,4,"mostly_hold","mostly_shift","incongruent",6,1,53
526,2,3,4,"mostly_hold","mostly_shift","incongruent",7,2,59
526,2,3,4,"mostly_hold","mostly_shift","incongruent",8,1,53
526,2,3,4,"mostly_hold","mostly_shift","incongruent",9,1,53
526,2,3,4,"mostly_hold","mostly_shift","incongruent",10,2,59
526,2,3,4,"mostly_hold","mostly_shift","incongruent",11,2,59
526,2,3,4,"mostly_hold","mostly_shift","incongruent",12,2,59
526,2,3,4,"mostly_hold","mostly_shift","incongruent",13,1,53
526,2,3,4,"mostly_hold","mostly_shift","incongruent",14,2,59
526,2,3,4,"mostly_hold","mostly_shift","incongruent",15,1,53
529,1,1,2,"mostly_shift","mostly_hold","incongruent",1,2,59
529,1,1,2,"mostly_shift","mostly_hold","incongruent",2,1,53
529,1,1,2,"mostly_shift","mostly_hold","incongruent",3,2,59
529,1,1,2,"mostly_shift","mostly_hold","incongruent",4,1,53
529,1,1,2,"mostly_shift","mostly_hold","incongruent",5,2,59
529,1,1,2,"mostly_shift","mostly_hold","incongruent",6,2,59
529,1,1,2,"mostly_shift","mostly_hold","incongruent",7,1,53
529,1,1,2,"mostly_shift","mostly_hold","incongruent",8,2,59
529,1,1,2,"mostly_shift","mostly_hold","incongruent",9,1,53
529,1,1,2,"mostly_shift","mostly_hold","incongruent",10,2,59
529,1,1,2,"mostly_shift","mostly_hold","incongruent",11,1,53
529,1,1,2,"mostly_shift","mostly_hold","incongruent",12,2,59
529,1,1,2,"mostly_shift","mostly_hold","incongruent",13,1,53
529,1,1,2,"mostly_shift","mostly_hold","incongruent",14,2,59
529,1,1,2,"mostly_shift","mostly_hold","incongruent",15,2,59
529,2,3,4,"mostly_hold","mostly_hold","congruent",1,1,53
529,2,3,4,"mostly_hold","mostly_hold","congruent",2,2,59
529,2,3,4,"mostly_hold","mostly_hold","congruent",3,1,53
529,2,3,4,"mostly_hold","mostly_hold","congruent",4,2,59
529,2,3,4,"mostly_hold","mostly_hold","congruent",5,1,53
529,2,3,4,"mostly_hold","mostly_hold","congruent",6,2,59
529,2,3,4,"mostly_hold","mostly_hold","congruent",7,1,53
529,2,3,4,"mostly_hold","mostly_hold","congruent",8,2,59
529,2,3,4,"mostly_hold","mostly_hold","congruent",9,2,59
529,2,3,4,"mostly_hold","mostly_hold","congruent",10,2,59
529,2,3,4,"mostly_hold","mostly_hold","congruent",11,1,53
529,2,3,4,"mostly_hold","mostly_hold","congruent",12,1,53
529,2,3,4,"mostly_hold","mostly_hold","congruent",13,1,59
529,2,3,4,"mostly_hold","mostly_hold","congruent",14,1,53
529,2,3,4,"mostly_hold","mostly_hold","congruent",15,2,59
